Experiment,Location,Date,Temperature_C,Salinity_ppt,Replicate_Chamber,Species,Habitat,Wet_weight_g,Wet_weight_kg,Empty weigh boat,Dry weight w boat,Ashed weight w boat,AFDW_g,AFDW_kg,Metab_Tissue_kg,Vol_displaced_ml,Vol_emptyChamber_ml,Animal_Vol,VOL_final_ml,Vol_final_L,Condition,Time_Holding_Tank,Temp_Holding_Tank,Time_Chamber,Start_exp,End_exp,Time_exp_min,MR_WetWeight_ml/h/g,MR_AFDW_ml/h/g,MR_MetabTiss_ml/h/g,VO2_ml/h,Regression range (t),rsquared
1.3,Biscayan Cove,15-08-2020,4,24.3,1,Strongylocentrotus droebachiensis,Barren,67.9,0.0679,1.898,23.435,20.878,2.557,0.002557,0.065343,720,650,70,580,0.58,Field-fresh,2.5 days,14,8:55,9:55,12:00,125,0.0026064,0.0692113,0.0027591,0.1672958,10-65min,0.997
1.3,Biscayan Cove,15-08-2020,4,24.3,2,Strongylocentrotus droebachiensis,Barren,74.7,0.0747,2.014,26.947,23.363,3.584,0.003584,0.071116,720,650,70,580,0.58,Field-fresh,2.5 days,14,8:55,9:55,12:00,125,0.0030763,0.0715384,0.0039661,0.2752447,10-65min,0.996
1.3,Biscayan Cove,15-08-2020,4,24.3,3,Strongylocentrotus droebachiensis,Barren,81.2,0.0812,2.51,28.194,25.064,3.13,0.00313,0.07807,730,650,80,570,0.57,Field-fresh,2.5 days,14,8:55,9:55,12:00,125,0.0022354,0.0588037,0.0023958,0.1567327,10-65min,0.998
1.3,Biscayan Cove,15-08-2020,4,24.3,4,Strongylocentrotus droebachiensis,Barren,75.9,0.0759,2.138,26.197,23.116,3.081,0.003081,0.072819,720,650,70,580,0.58,Field-fresh,2.5 days,14,8:55,9:55,12:00,125,0.0031693,0.0801929,0.0034805,0.2286537,10-65min,0.998
1.3,Biscayan Cove,15-08-2020,4,24.3,5,Strongylocentrotus droebachiensis,Kelp,95.4,0.0954,2.173,31.047,25.134,5.913,0.005913,0.089487,745,650,95,555,0.555,Field-fresh,2.5 days,14,8:55,9:55,12:00,125,0.0052479,0.0908758,0.0058158,0.5302828,10-65min,0.992
1.3,Biscayan Cove,15-08-2020,4,24.3,6,Strongylocentrotus droebachiensis,Kelp,65.8,0.0658,2.496,26.97,21.893,5.077,0.005077,0.060723,705,650,55,595,0.595,Field-fresh,2.5 days,14,8:55,9:55,12:00,125,0.0069614,0.079485,0.0069156,0.3929635,10-65min,0.995
1.3,Biscayan Cove,15-08-2020,4,24.3,7,Strongylocentrotus droebachiensis,Kelp,107.6,0.1076,2.14,40.861,33.766,7.095,0.007095,0.100505,750,650,100,550,0.55,Field-fresh,2.5 days,14,8:55,9:55,12:00,125,0.0051436,0.0755097,0.0057931,0.5598502,10-65min,0.995
1.3,Biscayan Cove,15-08-2020,4,24.3,8,Strongylocentrotus droebachiensis,Kelp,101.2,0.1012,2.027,36.716,29.05,7.666,0.007666,0.093534,745,650,95,555,0.555,Field-fresh,2.5 days,14,8:55,9:55,12:00,125,0.0057104,0.0348099,0.0058556,0.5360984,30-80min,0.999
1.3,Biscayan Cove,15-08-2020,4,24.3,9,Strongylocentrotus droebachiensis,Kelp,59.1,0.0591,2.213,24.252,20.23,4.022,0.004022,0.055078,700,650,50,600,0.6,Field-fresh,2.5 days,14,8:55,9:55,12:00,125,0.0061856,0.0927806,0.006644,0.3327956,10-65min,0.998
1.3,Biscayan Cove,15-08-2020,4,24.3,10,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Field-fresh,2.5 days,14,8:55,9:55,12:00,125,,,,,,
1.6,Biscayan Cove,18-08-2020,6,26.3,1,Strongylocentrotus droebachiensis,Kelp,71.8,0.0718,5.414,29.763,24.19,5.573,0.005573,0.066227,710,650,60,590,0.59,Field-fresh,5.5 days,14,8:25,9:30,11:10,100,0.0066991,0.0863082,0.0076396,0.5098229,24-47mins,0.997
1.6,Biscayan Cove,18-08-2020,6,26.3,2,Strongylocentrotus droebachiensis,Kelp,70,0.07,2.156,23.14,18.485,4.655,0.004655,0.065345,710,650,60,590,0.59,Field-fresh,5.5 days,14,8:25,9:30,11:10,100,0.008172,0.1206472,0.0081591,0.5602644,24-47mins,0.993
1.6,Biscayan Cove,18-08-2020,6,26.3,3,Strongylocentrotus droebachiensis,Kelp,85.3,0.0853,1.942,32.322,25.223,7.099,0.007099,0.078201,725,650,75,575,0.575,Field-fresh,5.5 days,14,8:25,9:30,11:10,100,0.0059909,0.068359,0.0062056,0.4620155,24-39mins,0.991
1.6,Biscayan Cove,18-08-2020,6,26.3,4,Strongylocentrotus droebachiensis,Kelp,74.9,0.0749,2.306,29.701,24.589,5.112,0.005112,0.069788,710,650,60,590,0.59,Field-fresh,5.5 days,14,8:25,9:30,11:10,100,0.0075272,0.1017944,0.0084541,0.5629276,15-39mins,0.994
1.6,Biscayan Cove,18-08-2020,6,26.3,5,Strongylocentrotus droebachiensis,Barren,72.3,0.0723,5.425,28.815,25.041,3.774,0.003774,0.068526,700,650,50,600,0.6,Field-fresh,5.5 days,14,8:25,9:30,11:10,100,0.0052528,0.1017039,0.0053446,0.3582977,15-60mins,0.998
1.6,Biscayan Cove,18-08-2020,6,26.3,6,Strongylocentrotus droebachiensis,Barren,66.6,0.0666,5.425,28.54,25.467,3.073,0.003073,0.063527,720,650,70,580,0.58,Field-fresh,5.5 days,14,8:25,9:30,11:10,100,0.0054507,0.1147087,0.0058858,0.3294991,10-40mins,0.998
1.6,Biscayan Cove,18-08-2020,6,26.3,7,Strongylocentrotus droebachiensis,Barren,86.6,0.0866,2.176,29.775,26.23,3.545,0.003545,0.083055,700,650,50,600,0.6,Field-fresh,5.5 days,14,8:25,9:30,11:10,100,0.0050882,0.1239545,0.0049298,0.4157254,10-60mins,0.999
1.6,Biscayan Cove,18-08-2020,6,26.3,8,Strongylocentrotus droebachiensis,Barren,68,0.068,5.374,26.624,23.875,2.749,0.002749,0.065251,700,650,50,600,0.6,Field-fresh,5.5 days,14,8:25,9:30,11:10,100,0.0052006,0.1296017,0.0057282,0.3789342,10-60mins,0.999
1.6,Biscayan Cove,18-08-2020,6,26.3,9,Strongylocentrotus droebachiensis,Barren,58.4,0.0584,2.401,20.749,18.338,2.411,0.002411,0.055989,695,650,45,605,0.605,Field-fresh,5.5 days,14,8:25,9:30,11:10,100,0.0057742,0.1443978,0.0057776,0.2732082,10-40mins,0.997
1.6,Biscayan Cove,18-08-2020,6,26.3,10,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Field-fresh,5.5 days,14,8:25,9:30,11:10,100,,,,,,
1.5,Biscayan Cove,17-08-2020,10,26.8,1,Strongylocentrotus droebachiensis,Kelp,63.6,0.0636,5.374,27.922,23.249,4.673,0.004673,0.058927,700,650,50,600,0.6,Field-fresh,4.5 days,14,8:55,10:00,12:30,150,0.0112191,0.1526925,0.0121087,0.7488975,4000-6000 (time_corr),0.992
1.5,Biscayan Cove,17-08-2020,10,26.8,2,Strongylocentrotus droebachiensis,Kelp,62.5,0.0625,5.374,27.843,21.938,5.905,0.005905,0.056595,700,650,50,600,0.6,Field-fresh,4.5 days,14,8:55,10:00,12:30,150,0.0109714,0.1161239,0.0121161,0.6945174,4000-6000 (time_corr),0.999
1.5,Biscayan Cove,17-08-2020,10,26.8,3,Strongylocentrotus droebachiensis,Kelp,94.1,0.0941,5.374,37.682,32.116,5.566,0.005566,0.088534,720,650,70,580,0.58,Field-fresh,4.5 days,14,8:55,10:00,12:30,150,0.0079004,0.1335651,0.008397,0.7378277,4000-6000 (time_corr),0.968
1.5,Biscayan Cove,17-08-2020,10,26.8,4,Strongylocentrotus droebachiensis,Kelp,104.3,0.1043,5.374,35.612,29.622,5.99,0.00599,0.09831,740,650,90,560,0.56,Field-fresh,4.5 days,14,8:55,10:00,12:30,150,0.0080187,0.1396236,0.0085072,0.7620894,4000-6000 (time_corr),0.958
1.5,Biscayan Cove,17-08-2020,10,26.8,5,Strongylocentrotus droebachiensis,Barren,61.6,0.0616,5.374,25.847,22.79,3.057,0.003057,0.058543,700,650,50,600,0.6,Field-fresh,4.5 days,14,8:55,10:00,12:30,150,0.0066532,0.1340652,0.0070006,0.4156133,4000-6000 (time_corr),0.969
1.5,Biscayan Cove,17-08-2020,10,26.8,6,Strongylocentrotus droebachiensis,Barren,53.7,0.0537,5.374,22.947,20.256,2.691,0.002691,0.051009,690,650,40,610,0.61,Field-fresh,4.5 days,14,8:55,10:00,12:30,150,0.0067065,0.1338303,0.0070603,0.3507173,4000-6000 (time_corr),1
1.5,Biscayan Cove,17-08-2020,10,26.8,7,Strongylocentrotus droebachiensis,Barren,69.8,0.0698,5.374,26.725,23.851,2.874,0.002874,0.066926,700,650,50,600,0.6,Field-fresh,4.5 days,14,8:55,10:00,12:30,150,0.0077055,0.1871422,0.0080364,0.4812256,4000-6000 (time_corr),0.857
1.5,Biscayan Cove,17-08-2020,10,26.8,8,Strongylocentrotus droebachiensis,Barren,58.2,0.0582,5.374,24.045,21.994,2.051,0.002051,0.056149,690,650,40,610,0.61,Field-fresh,4.5 days,14,8:55,10:00,12:30,150,0.0059869,0.1698869,0.0062056,0.3700288,4000-6000 (time_corr),0.994
1.5,Biscayan Cove,17-08-2020,10,26.8,9,Strongylocentrotus droebachiensis,Barren,68.2,0.0682,5.374,29.127,26.629,2.498,0.002498,0.065702,700,650,50,600,0.6,Field-fresh,4.5 days,14,8:55,10:00,12:30,150,0.004946,0.1350341,0.005134,0.362216,4000-6000 (time_corr),0.997
1.5,Biscayan Cove,17-08-2020,10,26.8,10,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Field-fresh,4.5 days,14,8:55,10:00,12:30,150,,,,,,
1.1,Biscayan Cove,13-08-2020,14,27.7,1,Strongylocentrotus droebachiensis,Barren,67.3,0.0673,4.6,27.876,24.199,3.677,0.003677,0.063623,700,650,50,600,0.6,Field-fresh,1 day,14,8:50,15:30,16:30,60,0.010901,0.1995209,0.011531,0.7301809,5-20 min,0.999
1.1,Biscayan Cove,13-08-2020,14,27.7,2,Strongylocentrotus droebachiensis,Barren,57.3,0.0573,4.6,23.244,20.556,2.688,0.002688,0.054612,695,650,45,605,0.605,Field-fresh,1 day,14,8:50,15:30,16:30,60,0.0114636,0.2509885,0.0123536,0.634019,5-20 min,1
1.1,Biscayan Cove,13-08-2020,14,27.7,3,Strongylocentrotus droebachiensis,Barren,52.8,0.0528,4.6,22.223,19.276,2.947,0.002947,0.049853,695,650,45,605,0.605,Field-fresh,1 day,14,8:50,15:30,16:30,60,0.0125919,0.2315906,0.0136902,0.620425,5-20 min,1
1.1,Biscayan Cove,13-08-2020,14,27.7,4,Strongylocentrotus droebachiensis,Barren,57.2,0.0572,4.6,23.773,20.709,3.064,0.003064,0.054136,695,650,45,605,0.605,Field-fresh,1 day,14,8:50,15:30,16:30,60,0.0117172,0.2244897,0.0127057,0.6148627,5-20 min,0.999
1.1,Biscayan Cove,13-08-2020,14,27.7,5,Strongylocentrotus droebachiensis,Kelp,76.4,0.0764,4.6,31.575,24.315,7.26,0.00726,0.06914,720,650,70,580,0.58,Field-fresh,1 day,14,8:50,15:30,16:30,60,0.019623,0.2070279,0.0217388,1.504672,5-20 min,0.999
1.1,Biscayan Cove,13-08-2020,14,27.7,6,Strongylocentrotus droebachiensis,Kelp,59.2,0.0592,4.6,25.288,20.373,4.915,0.004915,0.054285,700,650,50,600,0.6,Field-fresh,1 day,14,8:50,15:30,16:30,60,0.0175397,0.2136643,0.0193453,1.068002,5-20 min,1
1.1,Biscayan Cove,13-08-2020,14,27.7,7,Strongylocentrotus droebachiensis,Kelp,69.2,0.0692,4.6,31.364,24.865,6.499,0.006499,0.062701,705,650,55,595,0.595,Field-fresh,1 day,14,8:50,15:30,16:30,60,0.0151387,0.162943,0.0168892,1.009032,5-20 min,0.986
1.1,Biscayan Cove,13-08-2020,14,27.7,8,Strongylocentrotus droebachiensis,Kelp,87,0.087,4.6,34.058,27.597,6.461,0.006461,0.080539,720,650,70,580,0.58,Field-fresh,1 day,14,8:50,15:30,16:30,60,0.0148738,0.2013642,0.0161538,1.221736,5-20 min,0.999
1.1,Biscayan Cove,13-08-2020,14,27.7,9,Strongylocentrotus droebachiensis,Kelp,90.1,0.0901,4.6,36.237,29.6,6.637,0.006637,0.083463,725,650,75,575,0.575,Field-fresh,1 day,14,8:50,15:30,16:30,60,0.0159252,0.2168773,0.0172461,1.353005,5-20 min,0.987
1.1,Biscayan Cove,13-08-2020,14,27.7,10,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Field-fresh,1 day,14,8:50,15:30,16:30,60,,,,,,
1.4,Biscayan Cove,16-08-2020,18,27.3,1,Strongylocentrotus droebachiensis,Kelp,62.8,0.0628,2.069,22.956,18.904,4.052,0.004052,0.058748,705,650,55,595,0.595,Field-fresh,3.5 days,14,8:35,9:30,10:30,60,0.0145519,0.2155559,0.0162223,0.9511488,10-35 min,0.997
1.4,Biscayan Cove,16-08-2020,18,27.3,2,Strongylocentrotus droebachiensis,Kelp,59.4,0.0594,1.844,23.078,18.373,4.705,0.004705,0.054695,705,650,55,595,0.595,Field-fresh,3.5 days,14,8:35,9:30,10:30,60,0.0198403,0.2538751,0.0211357,1.182333,10-35 min,0.998
1.4,Biscayan Cove,16-08-2020,18,27.3,3,Strongylocentrotus droebachiensis,Kelp,100,0.1,1.538,38.997,32.425,6.572,0.006572,0.093428,750,650,100,550,0.55,Field-fresh,3.5 days,14,8:35,9:30,10:30,60,0.0101863,0.1560238,0.0113147,1.043203,10-35 min,1
1.4,Biscayan Cove,16-08-2020,18,27.3,4,Strongylocentrotus droebachiensis,Kelp,66,0.066,1.983,24.831,20.538,4.293,0.004293,0.061707,715,650,65,585,0.585,Field-fresh,3.5 days,14,8:35,9:30,10:30,60,0.0180399,0.2861467,0.0198962,1.197614,10-35 min,0.999
1.4,Biscayan Cove,16-08-2020,18,27.3,5,Strongylocentrotus droebachiensis,Barren,52.7,0.0527,2.406,18.618,16.426,2.192,0.002192,0.050508,700,650,50,600,0.6,Field-fresh,3.5 days,14,8:35,9:30,10:30,60,0.0129301,0.3104905,0.0135324,0.6858542,10-35 min,1
1.4,Biscayan Cove,16-08-2020,18,27.3,6,Strongylocentrotus droebachiensis,Barren,58.3,0.0583,2.086,20.705,17.336,3.369,0.003369,0.054931,700,650,50,600,0.6,Field-fresh,3.5 days,14,8:35,9:30,10:30,60,0.0113344,0.19901,0.0147632,0.8026983,10-35 min,0.985
1.4,Biscayan Cove,16-08-2020,18,27.3,7,Strongylocentrotus droebachiensis,Barren,76.4,0.0764,1.521,23.797,20.467,3.33,0.00333,0.07307,720,650,70,580,0.58,Field-fresh,3.5 days,14,8:35,9:30,10:30,60,0.011611,0.2692027,0.0121401,0.9039421,10-30 min,0.999
1.4,Biscayan Cove,16-08-2020,18,27.3,8,Strongylocentrotus droebachiensis,Barren,63,0.063,2.182,21.25,18.241,3.009,0.003009,0.059991,700,650,50,600,0.6,Field-fresh,3.5 days,14,8:35,9:30,10:30,60,0.012644,0.2529184,0.0122666,0.8648869,20-40 min,0.997
1.4,Biscayan Cove,16-08-2020,18,27.3,9,Strongylocentrotus droebachiensis,Barren,56.4,0.0564,2.055,20.691,18.699,1.992,0.001992,0.054408,700,650,50,600,0.6,Field-fresh,3.5 days,14,8:35,9:30,10:30,60,0.0114319,0.3240646,0.0119541,0.6620212,15-40 min,1
1.4,Biscayan Cove,16-08-2020,18,27.3,10,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Field-fresh,3.5 days,14,8:35,9:30,10:30,60,,,,,,
1.2,Biscayan Cove,14-08-2020,22,25.2,1,Strongylocentrotus droebachiensis,Barren,57.3,0.0573,5.38,24.11,20.812,3.298,0.003298,0.054002,700,650,50,600,0.6,Field-fresh,1.5 days,14,8:50,10:14,10:45,30,0.0230117,0.3998085,0.024417,1.288425,5-15 min,1
1.2,Biscayan Cove,14-08-2020,22,25.2,2,Strongylocentrotus droebachiensis,Barren,71.7,0.0717,4.6,27.29,24.381,2.909,0.002909,0.068791,710,650,60,590,0.59,Field-fresh,1.5 days,14,8:50,10:14,10:45,30,0.0235779,0.58114,0.024575,1.542006,5-15 min,0.992
1.2,Biscayan Cove,14-08-2020,22,25.2,3,Strongylocentrotus droebachiensis,Barren,40.9,0.0409,4.6,17.29,14.861,2.429,0.002429,0.038471,690,650,40,610,0.61,Field-fresh,1.5 days,14,8:50,10:14,10:45,30,0.0321098,0.5406715,0.0341372,1.220406,5-15 min,1
1.2,Biscayan Cove,14-08-2020,22,25.2,4,Strongylocentrotus droebachiensis,Barren,42.6,0.0426,4.6,19.226,16.648,2.578,0.002578,0.040022,695,650,45,605,0.605,Field-fresh,1.5 days,14,8:50,10:14,10:45,30,0.0227673,0.3762174,0.0242339,0.9432551,5-15 min,1
1.2,Biscayan Cove,14-08-2020,22,25.2,5,Strongylocentrotus droebachiensis,Kelp,78.2,0.0782,4.6,31.348,25.078,6.27,0.00627,0.07193,715,650,65,585,0.585,Field-fresh,1.5 days,14,8:50,10:14,10:45,30,0.0275828,0.3440145,0.0299871,1.958878,5-15 min,1
1.2,Biscayan Cove,14-08-2020,22,25.2,6,Strongylocentrotus droebachiensis,Kelp,106.8,0.1068,4.6,41.072,33.946,7.126,0.007126,0.099674,740,650,90,560,0.56,Field-fresh,1.5 days,14,8:50,10:14,10:45,30,0.0191481,0.2869789,0.020517,1.934137,5-15 min,1
1.2,Biscayan Cove,14-08-2020,22,25.2,7,Strongylocentrotus droebachiensis,Kelp,64.8,0.0648,4.6,28.694,23.837,4.857,0.004857,0.059943,700,650,50,600,0.6,Field-fresh,1.5 days,14,8:50,10:14,10:45,30,0.0310516,0.4142773,0.0335676,1.894504,5-15 min,1
1.2,Biscayan Cove,14-08-2020,22,25.2,8,Strongylocentrotus droebachiensis,Kelp,106.7,0.1067,4.6,44.96,36.498,8.462,0.008462,0.098238,735,650,85,565,0.565,Field-fresh,1.5 days,14,8:50,10:14,10:45,30,0.0222652,0.3230194,0.0241831,2.499624,5-15 min,0.994
1.2,Biscayan Cove,14-08-2020,22,25.2,9,Strongylocentrotus droebachiensis,Kelp,77.3,0.0773,5.38,33.594,26.369,7.225,0.007225,0.070075,700,650,50,600,0.6,Field-fresh,1.5 days,14,8:50,10:14,10:45,30,0.027336,0.2924672,0.0301545,2.009659,5-15 min,1
1.2,Biscayan Cove,14-08-2020,22,25.2,10,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Field-fresh,1.5 days,14,8:50,10:14,10:45,30,,,,,,
1.7,Biscayan Cove,19-08-2020,26,28.7,1,Strongylocentrotus droebachiensis,Barren,47.3,0.0473,2.143,17.463,15.536,1.927,0.001927,0.045373,695,650,45,605,0.605,Field-fresh,6.5 days,14,7:50,8:50,9:10,20,0.0293251,0.7198105,0.0305705,1.401675,3-18 min,0.998
1.7,Biscayan Cove,19-08-2020,26,28.7,2,Strongylocentrotus droebachiensis,Barren,59.9,0.0599,1.858,20.098,17.268,2.83,0.00283,0.05707,700,650,50,600,0.6,Field-fresh,6.5 days,14,7:50,8:50,9:10,20,0.0208235,0.4407527,0.0218561,1.252777,3-18 min,1
1.7,Biscayan Cove,19-08-2020,26,28.7,3,Strongylocentrotus droebachiensis,Barren,45.4,0.0454,2.229,16.198,14.231,1.967,0.001967,0.043433,695,650,45,605,0.605,Field-fresh,6.5 days,14,7:50,8:50,9:10,20,0.0245341,0.5662666,0.0256452,1.109013,3-18 min,1
1.7,Biscayan Cove,19-08-2020,26,28.7,4,Strongylocentrotus droebachiensis,Barren,63.5,0.0635,2.185,22.709,19.376,3.333,0.003333,0.060167,705,650,55,595,0.595,Field-fresh,6.5 days,14,7:50,8:50,9:10,20,0.0249612,0.4755587,0.026344,1.630003,3-18 min,0.999
1.7,Biscayan Cove,19-08-2020,26,28.7,5,Strongylocentrotus droebachiensis,Kelp,83.9,0.0839,1.976,29.229,24.633,4.596,0.004596,0.079304,720,650,70,580,0.58,Field-fresh,6.5 days,14,7:50,8:50,9:10,20,0.0241094,0.4401175,0.0255067,2.041058,3-18 min,1
1.7,Biscayan Cove,19-08-2020,26,28.7,6,Strongylocentrotus droebachiensis,Kelp,61.3,0.0613,2.259,22.552,18.74,3.812,0.003812,0.057488,705,650,55,595,0.595,Field-fresh,6.5 days,14,7:50,8:50,9:10,20,0.0306148,0.4923098,0.0326448,1.897611,3-18 min,1
1.7,Biscayan Cove,19-08-2020,26,28.7,7,Strongylocentrotus droebachiensis,Kelp,60.3,0.0603,2.003,23.534,19.287,4.247,0.004247,0.056053,700,650,50,600,0.6,Field-fresh,6.5 days,14,7:50,8:50,9:10,20,0.0260313,0.3695988,0.0307387,1.525025,3-15 min,0.989
1.7,Biscayan Cove,19-08-2020,26,28.7,8,Strongylocentrotus droebachiensis,Kelp,52,0.052,2.248,21.485,16.932,4.553,0.004553,0.047447,695,650,45,605,0.605,Field-fresh,6.5 days,14,7:50,8:50,9:10,20,0.0280754,0.3262907,0.0307695,1.478886,3-18 min,0.999
1.7,Biscayan Cove,19-08-2020,26,28.7,9,Strongylocentrotus droebachiensis,Kelp,59.2,0.0592,2.19,24.516,20.008,4.508,0.004508,0.054692,700,650,50,600,0.6,Field-fresh,6.5 days,14,7:50,8:50,9:10,20,0.0262406,0.3445969,0.0284035,1.569882,3-18 min,0.999
1.7,Biscayan Cove,19-08-2020,26,28.7,10,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Field-fresh,6.5 days,14,7:50,8:50,9:10,20,,,,,,
2.1,Tors Cove,07-09-2020,14,25.7,1,Strongylocentrotus droebachiensis,Barren,56.2,0.0562,2.083,20.255,17.8,2.455,0.002455,0.053745,710,650,60,590,0.59,Field-fresh,0.5 days,14,9:00,11:20,12:20,60,0.0100789,0.2307264,0.0105393,0.5770751,96-86%,1
2.1,Tors Cove,07-09-2020,14,25.7,2,Strongylocentrotus droebachiensis,Barren,62.5,0.0625,1.866,23.644,20.162,3.482,0.003482,0.059018,710,650,60,590,0.59,Field-fresh,0.5 days,14,9:00,11:20,12:20,60,0.010498,0.1884339,0.0111174,0.6541527,90-80%,0.999
2.1,Tors Cove,07-09-2020,14,25.7,3,Strongylocentrotus droebachiensis,Barren,62.8,0.0628,1.89,20.748,17.162,3.586,0.003586,0.059214,710,650,60,590,0.59,Field-fresh,0.5 days,14,9:00,11:20,12:20,60,0.0116087,0.2032983,0.0123118,0.7094987,90-80%,0.999
2.1,Tors Cove,07-09-2020,14,25.7,4,Strongylocentrotus droebachiensis,Barren,65.9,0.0659,2.122,23.581,21.589,1.992,0.001992,0.063908,715,650,65,585,0.585,Field-fresh,0.5 days,14,9:00,11:20,12:20,60,0.0090174,0.2983163,0.0092985,0.6049169,90-80%,0.999
2.1,Tors Cove,07-09-2020,14,25.7,5,Strongylocentrotus droebachiensis,Kelp,66.6,0.0666,1.984,26.017,19.479,6.538,0.006538,0.060062,715,650,65,585,0.585,Field-fresh,0.5 days,14,9:00,11:20,12:20,60,0.0212327,0.216289,0.023544,1.402612,90-80%,0.998
2.1,Tors Cove,07-09-2020,14,25.7,6,Strongylocentrotus droebachiensis,Kelp,106.9,0.1069,1.927,36.965,31.579,5.386,0.005386,0.101514,750,650,100,550,0.55,Field-fresh,0.5 days,14,9:00,11:20,12:20,60,0.0172934,0.3432342,0.0182109,1.562142,90-80%,0.992
2.1,Tors Cove,07-09-2020,14,25.7,7,Strongylocentrotus droebachiensis,Kelp,66.9,0.0669,2.057,23.281,18.321,4.96,0.00496,0.06194,715,650,65,585,0.585,Field-fresh,0.5 days,14,9:00,11:20,12:20,60,0.0195317,0.2634421,0.0210958,1.205105,90-80%,1
2.1,Tors Cove,07-09-2020,14,25.7,8,Strongylocentrotus droebachiensis,Kelp,67.8,0.0678,2.057,25.13,19.892,5.238,0.005238,0.062562,715,650,65,585,0.585,Field-fresh,0.5 days,14,9:00,11:20,12:20,60,0.0186005,0.2407621,0.0201578,1.252206,90-80%,1
2.1,Tors Cove,07-09-2020,14,25.7,9,Strongylocentrotus droebachiensis,Kelp,60.7,0.0607,1.83,22.05,18.291,3.759,0.003759,0.056941,705,650,55,595,0.595,Field-fresh,0.5 days,14,9:00,11:20,12:20,60,0.0155857,0.2516761,0.0166146,0.9723441,90-80%,0.992
2.1,Tors Cove,07-09-2020,14,25.7,10,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Field-fresh,0.5 days,14,9:00,11:20,12:20,60,,,,,,
2.2,Tors Cove,08-09-2020,22,26.9,1,Strongylocentrotus droebachiensis,Barren,56.1,0.0561,1.964,19.032,16.953,2.079,0.002079,0.054021,690,650,40,610,0.61,Field-fresh,1.5 days,14,8:30,9:30,10:15,45,0.026457,0.7139195,0.0274752,1.448621,90-80%,1
2.2,Tors Cove,08-09-2020,22,26.9,2,Strongylocentrotus droebachiensis,Barren,53.9,0.0539,1.923,18.386,16.231,2.155,0.002155,0.051745,690,650,40,610,0.61,Field-fresh,1.5 days,14,8:30,9:30,10:15,45,0.0162013,0.4052194,0.016876,0.8775651,90-80%,1
2.2,Tors Cove,08-09-2020,22,26.9,3,Strongylocentrotus droebachiensis,Barren,94.8,0.0948,1.93,34.458,29.918,4.54,0.00454,0.09026,730,650,80,570,0.57,Field-fresh,1.5 days,14,8:30,9:30,10:15,45,0.0200098,0.4178261,0.0210163,1.798538,60-50%,0.86
2.2,Tors Cove,08-09-2020,22,26.9,4,Strongylocentrotus droebachiensis,Barren,49.6,0.0496,1.985,19.354,17.615,1.739,0.001739,0.047861,690,650,40,610,0.61,Field-fresh,1.5 days,14,8:30,9:30,10:15,45,0.0192289,0.54845,0.0199276,0.9627794,90-80%,0.999
2.2,Tors Cove,08-09-2020,22,26.9,5,Strongylocentrotus droebachiensis,Kelp,59.2,0.0592,2.172,20.354,17.724,2.63,0.00263,0.05657,700,650,50,600,0.6,Field-fresh,1.5 days,14,8:30,9:30,10:15,45,0.0214586,0.483022,0.0224562,1.27302,90-80%,1
2.2,Tors Cove,08-09-2020,22,26.9,6,Strongylocentrotus droebachiensis,Kelp,71.8,0.0718,2.526,28.629,24.332,4.297,0.004297,0.067503,710,650,60,590,0.59,Field-fresh,1.5 days,14,8:30,9:30,10:15,45,0.0256686,0.4289055,0.0273026,1.761359,78-68%,0.999
2.2,Tors Cove,08-09-2020,22,26.9,7,Strongylocentrotus droebachiensis,Kelp,43.6,0.0436,1.624,18.09,14.751,3.339,0.003339,0.040261,680,650,30,620,0.62,Field-fresh,1.5 days,14,8:30,9:30,10:15,45,0.0367614,0.480023,0.0398102,1.48365,90-80%,1
